"codigo","seleccion","jugador","nombre_completo","falta_fecha_nacimiento","falta_edad","falta_estatura","falta_club","falta_posicion","fecha_nacimiento_actual","edad_actual","estatura_actual","club_actual","posicion_actual"
"KOR 10","Corea del Sur","Lee Ki-Hyuk","Lee Ki-Hyuk","true","true","true","false","false","","","","Gangwon FC","Defensa"
"KOR 11","Corea del Sur","Lee Tae-Seok","Tae-seok Lee","true","true","true","false","false","","","","Austria de Viena","Defensa"
"KOR 12","Corea del Sur","Lee Han-Beom","Han-beom Lee","true","true","true","false","false","","","","Midtjylland","Defensa"
"KOR 13","Corea del Sur","Cho Yumin","Cho Yumin","true","true","true","false","false","","","","Sharjah FC","Defensa"
"KOR 14","Corea del Sur","Kim Jin-Gyu","Kim Jin-Gyu","true","true","true","false","false","","","","Jeonbuk Hyundai","Mediocampista"
"KOR 15","Corea del Sur","Bae Jun-Ho","Bae Jun-Ho","true","true","true","false","false","","","","Stoke City","Mediocampista"
"KOR 16","Corea del Sur","Paik Seung-Ho","Seung-ho Paik","true","true","true","false","false","","","","Brimingham City","Mediocampista"
"KOR 17","Corea del Sur","Yang Hyun-Jun","Yang Hyun-Jun","true","true","true","false","false","","","","Celtic","Mediocampista"
"KOR 18","Corea del Sur","Eom Ji-Sung","Eom Ji-Sung","true","true","true","false","false","","","","Swansea City","Mediocampista"
"KOR 19","Corea del Sur","Lee Kang-In","Kang-in Lee","true","true","true","false","false","","","","PSG","Mediocampista"
"KOR 20","Corea del Sur","Lee Dong-Gyeong","Lee Dong-Gyeong","true","true","true","false","false","","","","Ulsan HD","Mediocampista"
"KOR 21","Corea del Sur","Lee Jjae-Sung )Mainz 05)","Lee Jjae-Sung )Mainz 05)","true","true","true","true","false","","","","","Mediocampista"
"KOR 22","Corea del Sur","Hwang In-Beom","In-beom Hwang","true","true","true","false","false","","","","Feyenoord","Mediocampista"
"KOR 23","Corea del Sur","Hwang Hee-Chan","Hee-chan Hwang","true","true","true","false","false","","","","Wolverhampton","Mediocampista"
"KOR 24","Corea del Sur","Song Heung-Min","Song Heung-Min","true","true","true","false","false","","","","LA FC","Delantero"
"KOR 25","Corea del Sur","Oh Hyeon-Gyu","Hyeon-Gyu Oh","true","true","true","false","false","","","","Besiktas","Delantero"
"KOR 26","Corea del Sur","Cho Gue-Sung","Gue-sung Cho","true","true","true","false","false","","","","Midtjylland","Delantero"
"KSA 1","Arabia Saudita","Ahmed Alkassar","Ahmed Alkassar","true","true","true","false","false","","","","Al Qadsiah","Arquero"
"KSA 2","Arabia Saudita","Mohammed Alowais","Mohammed Alowais","true","true","true","false","false","","","","Al Ula","Arquero"
"KSA 3","Arabia Saudita","Nawaf Alaqidi","Nawaf Alaqidi","true","true","true","false","false","","","","Al Nassr","Arquero"
"KSA 4","Arabia Saudita","Abdulelah Alamri","Abdulelah Alamri","true","true","true","false","false","","","","Al Nassr","Defensa"
"KSA 5","Arabia Saudita","Ali Lajami","Ali Lajami","true","true","true","false","false","","","","Al Hilal","Defensa"
"KSA 6","Arabia Saudita","Ali Majrashi","Ali Majrashi","true","true","true","false","false","","","","Al Ahli","Defensa"
"KSA 7","Arabia Saudita","Hassan Kadish","Hassan Kadish","true","true","true","false","false","","","","Al Ittihad","Defensa"
"KSA 8","Arabia Saudita","Hassan Altambakti","Hassan Altambakti","true","true","true","false","false","","","","Al Hilal","Defensa"
"KSA 9","Arabia Saudita","Jehad Thikri","Jehad Thikri","true","true","true","false","false","","","","Al Qadsiah","Defensa"
"KSA 10","Arabia Saudita","Mohammed Abualshamat","Mohammed Abualshamat","true","true","true","false","false","","","","Al Qadsiah","Defensa"
"KSA 11","Arabia Saudita","Moteb Alharbi","Moteb Alharbi","true","true","true","false","false","","","","Al Hilal","Defensa"
"KSA 12","Arabia Saudita","Nawaf Buwashl","Nawaf Buwashl","true","true","true","false","false","","","","Al Nassr","Defensa"
"KSA 14","Arabia Saudita","Abdullah Alkhaibari","Abdullah Alkhaibari","true","true","true","false","false","","","","Al Nassr","Mediocampista"
"KSA 15","Arabia Saudita","Aiman Yahya","Aiman Yahya","true","true","true","false","false","","","","Al Nassr","Mediocampista"
"KSA 16","Arabia Saudita","Khalid Alghannam","Khalid Alghannam","true","true","true","false","false","","","","Al Ettifaq","Mediocampista"
"KSA 17","Arabia Saudita","Mohamed Kanno","Mohamed Kanno","true","true","true","false","false","","","","Al Hilal","Mediocampista"
"KSA 18","Arabia Saudita","Musab Aljuwayr","Musab Aljuwayr","true","true","true","false","false","","","","Al Qadsiah","Mediocampista"
"KSA 19","Arabia Saudita","Nasser Aldawsari","Nasser Aldawsari","true","true","true","false","false","","","","Al Hilal","Mediocampista"
"KSA 20","Arabia Saudita","Salem Aldawsari","Salem Aldawsari","true","true","true","false","false","","","","Al Hilal","Mediocampista"
"KSA 21","Arabia Saudita","Sultan Mandash","Sultan Mandash","true","true","true","false","false","","","","Al Hilal","Mediocampista"
"KSA 22","Arabia Saudita","Ziyad Aljohani","Ziyad Aljohani","true","true","true","false","false","","","","Al Ahli","Mediocampista"
"KSA 23","Arabia Saudita","Alaa Al-Hejji","Alaa Al-Hejji","true","true","true","false","false","","","","Neom","Mediocampista"
"KSA 24","Arabia Saudita","Abdullah Alhamddan","Abdullah Alhamddan","true","true","true","false","false","","","","Al Nassr","Delantero"
"KSA 25","Arabia Saudita","Feras Albrikan","Feras Albrikan","true","true","true","false","false","","","","Al Ahli","Delantero"
"KSA 26","Arabia Saudita","Saleh Alshehri","Saleh Alshehri","true","true","true","false","false","","","","Al Ittihad","Delantero"
"MAR 2","Marruecos","Munir El Kajoui","Munir El Kajoui","true","true","true","false","false","","","","RS Berkane","Arquero"
"MAR 3","Marruecos","Ajmed Reda Tagnaouti","Ajmed Reda Tagnaouti","true","true","true","false","false","","","","Raja Casablanca","Arquero"
"MAR 7","Marruecos","Anass Salah-Eddine","Anass Salah-Eddine","true","true","true","false","false","","","","FC Twente","Defensa"
"MAR 8","Marruecos","Chadi Riad","Chadi Riad","true","true","true","false","false","","","","Crystal Palace","Defensa"
"MAR 9","Marruecos","Youssef Belammari","Youssef Belammari","true","true","true","false","false","","","","Al Ahly","Defensa"
"MAR 10","Marruecos","Issa Diop","Issa Diop","true","true","true","false","false","","","","Fulham","Defensa"
"MAR 11","Marruecos","Redouane Hahlal","Redouane Hahlal","true","true","true","false","false","","","","Mechelen","Defensa"
"MAR 12","Marruecos","Zakaria El Ouahdi","Zakaria El Ouahdi","true","true","true","false","false","","","","Genk","Defensa"
"MAR 15","Marruecos","Neil El Aynaoui","Neil El Aynaoui","true","true","true","false","false","","","","Roma","Mediocampista"
"MAR 18","Marruecos","Bouaddi","Bouaddi","true","true","true","false","false","","","","Lille","Mediocampista"
"MAR 19","Marruecos","Samir El Mourabet","Samir El Mourabet","true","true","true","false","false","","","","Estrasburgo","Mediocampista"
"MAR 20","Marruecos","Brahim Díaz","Brahim Diaz","true","true","true","false","false","","","","Real Madrid","Delantero"
"MAR 21","Marruecos","Chemsdine Talbi","Chemsdine Talbi","true","true","true","false","false","","","","Sunderland","Delantero"
"MAR 25","Marruecos","Ayoube Amaimouni","Ayoube Amaimouni","true","true","true","false","false","","","","Eintracht Frankfurt","Delantero"
"MAR 26","Marruecos","Yassine Gessime","Yassine Gessime","true","true","true","false","false","","","","Estrasburgo","Delantero"
"MEX 1","Mexico","Raúl Rangel","Raúl Rangel","true","true","true","false","false","","","","Chivas","Arquero"
"MEX 2","Mexico","Carlos Acevedo","Carlos Acevedo","true","true","true","false","false","","","","Santos Laguna","Arquero"
"MEX 3","Mexico","Guillermo Ochoa","Guillermo Ochoa","true","true","true","false","false","","","","AEL Limassol","Arquero"
"MEX 5","Mexico","Jorge Sánchez","Jorge Sánchez","true","true","false","false","false","","","1.76 m","Cruz Azul","Mediocampista"
"MEX 6","Mexico","César Montes","Cesar Montes","true","true","true","false","false","","","","Lokomotiv Moscú","Defensa"
"MEX 7","Mexico","Edsol Álvarez","Edsol Álvarez","true","true","true","false","false","","","","West Ham","Defensa"
"MEX 8","Mexico","Johan Vásquez","Johan Vasquez","true","true","true","false","false","","","","Genoa","Defensa"
"MEX 9","Mexico","Jesús Gallardo","Jesus Gallardo","true","true","true","false","false","","","","Toluca","Defensa"
"MEX 10","Mexico","Mateo Chávez","Mateo Chávez","true","true","true","false","false","","","","AZ Alkmaar","Defensa"
"MEX 11","Mexico","Álvaro Fidalgo","Álvaro Fidalgo","true","true","true","false","false","","","","Betis","Mediocampista"
"MEX 12","Mexico","Brian Gutiérrez","Brian Gutiérrez","true","true","true","false","false","","","","Chivas","Mediocampista"
"MEX 13","Mexico","Orbelín Pineda","Orbelin Pineda","true","true","true","false","false","","","","AEK Atenas","Mediocampista"
"MEX 14","Mexico","Erik Lira","Erik Lira","true","true","true","false","false","","","","Cruz Azul","Mediocampista"
"MEX 15","Mexico","Luis Romo","Luis Romo","true","true","true","false","false","","","","Chivas","Mediocampista"
"MEX 16","Mexico","Obed Vargas","Obed Vargas","true","true","true","false","false","","","","Atlético de Madrid","Mediocampista"
"MEX 17","Mexico","Gilberto Mora","Gilberto Mora","true","true","true","false","false","","","","Tijuana","Mediocampista"
"MEX 18","Mexico","Luis Chávez","Luis Chávez","true","true","true","false","false","","","","Dinamo Moscú","Mediocampista"
"MEX 20","Mexico","César Huerta","Cesar Huerta","true","true","true","false","false","","","","Anderlecht","Delantero"
"MEX 21","Mexico","Guillermo Martínez","Guillermo Martínez","true","true","true","false","false","","","","Pumas","Delantero"
"MEX 22","Mexico","Armando González","Armando González","true","true","true","false","false","","","","Chivas","Delantero"
"MEX 25","Mexico","Julián Quiñones","Julián Quiñones","true","true","true","false","false","","","","Al Qadsiah","Delantero"
"NED 2","Paises Bajos","Robin Roefs","Robin Roefs","true","true","true","false","false","","","","Sunderland","Arquero"
"NED 3","Paises Bajos","Mark Flekken","Mark Flekken","true","true","true","false","false","","","","Bayer 04 Leverkusen","Arquero"
"NED 6","Paises Bajos","Jorrel Hato","Jorrel Hato","true","true","true","false","false","","","","Chelsea","Defensa"
"NED 9","Paises Bajos","Jurriën Timber","Jurrien Timber","true","true","true","false","false","","","","Arsenal","Defensa"
"NED 13","Paises Bajos","Marten de Roon","Marten de Roon","true","true","true","false","false","","","","Atalanta","Mediocampista"
"NED 16","Paises Bajos","Noa Lang","Noa Lang","true","true","true","false","false","","","","Galatasaray","Mediocampista"
"NED 17","Paises Bajos","Mats Wieffer","Mats Wieffer","true","true","true","false","false","","","","Brighton & Hove Albion","Mediocampista"
"NED 18","Paises Bajos","Quinten Timber","Quinten Timber","true","true","true","false","false","","","","Olympique de Marseille","Mediocampista"
"NED 19","Paises Bajos","Crysencio Summerville","Crysencio Summerville","true","true","true","false","false","","","","West Ham United","Mediocampista"
"NED 20","Paises Bajos","Guus Til","Guus Til","true","true","true","false","false","","","","PSV","Mediocampista"
"NED 21","Paises Bajos","Brian Brobbey","Brian Brobbey","true","true","true","false","false","","","","Sunderland","Delantero"
"NOR 1","Noruega","Orjan Haskjold Nyland","Orjan Nyland","true","true","true","false","false","","","","Sevilla","Arquero"
"NOR 2","Noruega","Sander Tangvik","Sander Tangvik","true","true","true","false","false","","","","Hamburgo","Arquero"
"NOR 3","Noruega","Egil Selvik","Egil Selvik","true","true","true","false","false","","","","Watford","Arquero"
"NOR 4","Noruega","Kristoffer Ajer","Kristoffer Vassbakk Ajer","true","true","true","false","false","","","","Brentford","Defensa"
"NOR 5","Noruega","David Moller Wolfe","David Moller Wolfe","true","true","true","false","false","","","","Wolverhampton","Defensa"
"NOR 6","Noruega","Leo Ostigard","Leo Ostigård","true","true","true","false","false","","","","Génova","Defensa"
"NOR 7","Noruega","Fredrik Bjorkan","Fredrik Bjorkan","true","true","true","false","false","","","","Bodo-Glimt","Defensa"
"NOR 9","Noruega","Torbjorn Heggem","Torbjorn Heggem","true","true","true","false","false","","","","Bologna","Defensa"
"NOR 10","Noruega","Sondre Langas","Sondre Langas","true","true","true","false","false","","","","Derby County","Defensa"
"NOR 11","Noruega","Henrik Falchener","Henrik Falchener","true","true","true","false","false","","","","Viking FK","Defensa"
"NOR 13","Noruega","Morter Thorsby","Morter Thorsby","true","true","true","false","false","","","","Cremonese","Mediocampista"
"NOR 16","Noruega","Martin Odegaard","Martin Odegaard","true","true","true","false","false","","","","Arsenal","Mediocampista"
"NOR 17","Noruega","Fredrik Aursnes","Fredrik Aursnes","true","true","true","false","false","","","","Benfica","Mediocampista"
"NOR 18","Noruega","Kristian Thorstvedt","Kristian Thorstvedt","true","true","true","false","false","","","","Sassuolo","Mediocampista"
"NOR 19","Noruega","Thelonious Aasgaard","Thelonious Aasgaard","true","true","true","false","false","","","","Rangers","Mediocampista"
"NOR 23","Noruega","Jens Petter Hauge","Jens Petter Hauge","true","true","true","false","false","","","","Bodo-Glimt","Mediocampista"
"NOR 24","Noruega","Alexander Sorloth","Alexander Sorloth","true","true","true","false","false","","","","Atlético de Madrid","Delantero"
"NOR 26","Noruega","Jorgen Strand Larsen","Jorgen Strand Larsen","true","true","true","false","false","","","","Crystal Palace","Delantero"
"NZL 1","Nueva Zelanda","Max Crocombe","Max Crocombe Payne","true","true","true","false","false","","","","Millwall","Arquero"
"NZL 3","Nueva Zelanda","Michael Woud","Michael Woud","true","true","true","false","false","","","","Auckland FC","Arquero"
"NZL 8","Nueva Zelanda","Callan Elliot","Callan Elliot","true","true","true","false","false","","","","Auckland FC","Defensa"
"NZL 9","Nueva Zelanda","Tim Payne","Tim Payne","true","true","false","false","false","","","1.85 m","Wellington","Delantero"
"NZL 10","Nueva Zelanda","Nando Pijnaker","Nando Pijnaker","true","true","true","false","false","","","","Auckland FC","Defensa"
"NZL 11","Nueva Zelanda","Tommy Smith","Tommy Smith","true","true","true","false","false","","","","Braintree","Defensa"
"NZL 13","Nueva Zelanda","Lachlan Bayliss","Lachlan Bayliss","true","true","true","false","false","","","","Newcastle","Mediocampista"
"NZL 14","Nueva Zelanda","Joe Bell","Joe Bell","true","true","false","false","false","","","1.82 m","Viking","Mediocampista"
"NZL 15","Nueva Zelanda","Alex Rufer","Alex Rufer","true","true","true","false","false","","","","Wellington","Mediocampista"
"NZL 16","Nueva Zelanda","Marko Stamenić","Marko Stamenić","true","true","true","false","false","","","","Swansea","Mediocampista"
"NZL 19","Nueva Zelanda","Matt Garbett","Matt Garbett","true","true","true","false","false","","","","Peterborough","Delantero"
"NZL 20","Nueva Zelanda","Eli Just","Eli Just","true","true","true","false","false","","","","Motherwell","Delantero"
"NZL 23","Nueva Zelanda","Jesse Randall","Jesse Randall","true","true","true","false","false","","","","Auckland FC","Delantero"
"NZL 25","Nueva Zelanda","Ben Waine","Ben Waine","true","true","true","false","false","","","","Port Vale","Delantero"
"PAN 2","Panama","Luis Mejía","Luis Mejia","true","true","true","false","false","","","","Club Nacional","Arquero"
"PAN 3","Panama","César Samudio","César Samudio","true","true","true","false","false","","","","CD Marathón","Arquero"
"PAN 5","Panama","Jorge Gutiérrez","Jorge Gutiérrez","true","true","true","false","false","","","","Deportivo La Guaira","Defensa"
"PAN 8","Panama","Andrés Andrade","Andres Andrade","true","true","true","false","false","","","","LASK","Defensa"
"PAN 9","Panama","Edgardo Fariña","Edgardo Fariña","true","true","true","false","false","","","","FC Pari Nizhniy Novgorod","Defensa"
"PAN 10","Panama","José Córdoba","Jose Cordoba","true","true","true","false","false","","","","Norwich City","Defensa"
"PAN 11","Panama","Eric Davis","Eric Davis","true","true","true","false","false","","","","Plaza Amador","Mediocampista"
"PAN 12","Panama","Jiovany Ramos","Jiovany Ramos","true","true","true","false","false","","","","Puerto Cabello","Defensa"
"PAN 13","Panama","Roderick Miller","Roderick Miller","true","true","true","false","false","","","","Turan Tovuz","Defensa"
"PAN 17","Panama","Cristian Martínez","Cristian Martinez","true","true","true","false","false","","","","Ironi Kiryat Shmona","Mediocampista"
"PAN 18","Panama","José Luis Rodríguez","José Luis Rodríguez","true","true","true","false","false","","","","Juárez","Mediocampista"
"PAN 19","Panama","César Yanis","César Yanis","true","true","true","false","false","","","","Cobresal","Mediocampista"
"PAN 20","Panama","Yoel Bárcenas","Yoel Bárcenas","true","true","true","false","false","","","","Mazatlán FC","Mediocampista"
"PAN 22","Panama","Azarías Londoño","Azarías Londoño","true","true","true","false","false","","","","CD Universidad Católica","Mediocampista"
"PAN 23","Panama","Ismael Díaz","Ismael Díaz","true","true","false","false","false","","","1.82 m","Club León FC","Mediocampista"
"PAN 25","Panama","José Fajardo","Jose Fajardo","true","true","true","false","false","","","","CD Universidad Católica","Delantero"
"PAN 26","Panama","Tomás Rodríguez","Tomás Rodríguez","true","true","true","false","false","","","","Deportivo Saprissa","Delantero"
"PAR 2","Paraguay","Roberto Fernández","Roberto Fernandez","true","true","true","false","false","","","","Cerro Porteño","Arquero"
"PAR 3","Paraguay","Gastón Olveira","Gastón Olveira","true","true","true","false","false","","","","Olimpia","Arquero"
"PAR 5","Paraguay","Gustavo Velázquez","Gustavo Velázquez","true","true","true","false","false","","","","Cerro Porteño","Defensa"
"PAR 6","Paraguay","Gustavo Gómez","Gustavo Gomez","true","true","true","false","false","","","","Palmeiras","Defensa"
"PAR 7","Paraguay","Junior Alonso","Junior Alonso","true","true","true","false","false","","","","Atlético Mineiro","Defensa"
"PAR 8","Paraguay","José Canale","José Canale","true","true","true","false","false","","","","Lanús","Defensa"
"PAR 10","Paraguay","Alessandro Maidana","Alessandro Maidana","true","true","true","false","false","","","","Olimpia","Defensa"
"PAR 12","Paraguay","Mauricio Magalhães","Mauricio Magalhães","true","true","true","false","false","","","","Libertad","Defensa"
"PAR 14","Paraguay","Braian Ojeda","Braian Ojeda","true","true","true","false","false","","","","Real Salt Lake","Mediocampista"
"PAR 15","Paraguay","Andrés Cubas","Andres Cubas","true","true","true","false","false","","","","Vancouver Whitecaps","Mediocampista"
"PAR 16","Paraguay","Matías Galarza","Matias Galarza Fonda","true","true","true","false","false","","","","Talleres de Córdoba","Mediocampista"
"PAR 18","Paraguay","Gustavo Caballero","Gustavo Caballero","true","true","true","false","false","","","","Nacional","Mediocampista"
"PAR 19","Paraguay","Ramón Sosa","Ramon Sosa","true","true","true","false","false","","","","Palmeiras","Mediocampista"
"PAR 20","Paraguay","Diego Gómez","Diego Gomez","true","true","true","false","false","","","","Brighton","Mediocampista"
"PAR 21","Paraguay","Alex Arce","Alex Arce","true","true","true","false","false","","","","Liga de Quito","Delantero"
"PAR 22","Paraguay","Gabriel Ávalos","Gabriel Ávalos","true","true","true","false","false","","","","Independiente","Delantero"
"PAR 23","Paraguay","Isidro Pitta","Isidro Pitta","true","true","true","false","false","","","","Red Bull Bragantino","Delantero"
"PAR 25","Paraguay","Julio Enciso","Julio Enciso","true","true","true","false","false","","","","Estrasburgo","Delantero"
"POR 3","Portugal","Rui Silva","Rui Silva","true","true","true","false","false","","","","Sporting CP","Arquero"
"POR 4","Portugal","Ricardo Velho","Ricardo Velho","true","true","true","false","false","","","","Farense","Arquero"
"POR 6","Portugal","Matheus Nunes","Matheus Nunes","true","true","true","false","false","","","","Manchester City","Defensa"
"POR 7","Portugal","Nélson Semedo","Nélson Semedo","true","true","true","false","false","","","","Fenerbahçe","Defensa"
"POR 11","Portugal","Renato Veiga","Renato Veiga","true","true","true","false","false","","","","Villarreal","Defensa"
"POR 12","Portugal","Rúben Dias","Ruben Dias","true","true","true","false","false","","","","Manchester City","Defensa"
"POR 13","Portugal","Tomás Araújo","Tomás Araújo","true","true","true","false","false","","","","Benfica","Defensa"
"POR 14","Portugal","Rúben Neves","Ruben Neves","true","true","true","false","false","","","","Al Hilal","Mediocampista"
"POR 15","Portugal","Samu Costa","Samu Costa","true","true","true","false","false","","","","Mallorca","Mediocampista"
"POR 17","Portugal","Vitinha","Vitinha","true","true","false","false","false","","","1.73 m","PSG","Mediocampista"
"POR 20","Portugal","João Félix","João Felix","true","true","true","false","false","","","","Al Nassr","Delantero"
"POR 21","Portugal","Francisco Trincão","Francisco Trincao","true","true","true","false","false","","","","Sporting CP","Delantero"
"POR 22","Portugal","Francisco Conceição","Francisco Conceição","true","true","true","false","false","","","","Juventus","Delantero"
"POR 25","Portugal","Gonçalo Guedes","Gonçalo Guedes","true","true","true","false","false","","","","Real Sociedad","Delantero"
"QAT 1","Catar","Mahmoud Abunada","Mahmoud Abunada","true","true","true","false","false","","","","Al-Rayyan","Arquero"
"QAT 2","Catar","Meshaal Barsham","Meshaal Barsham","true","true","true","false","false","","","","Al-Sadd","Arquero"
"QAT 3","Catar","Salah Zakaria","Salah Zakaria","true","true","true","false","false","","","","Al-Duhail","Arquero"
"QAT 4","Catar","Ayoub Al Alawi","Ayoub Al Alawi","true","true","true","false","false","","","","Al-Gharafa","Defensa"
"QAT 6","Catar","Homam Al Amin","Homam Al Amin","true","true","true","false","false","","","","Cultural Leonesa","Defensa"
"QAT 8","Catar","Issa Laye","Issa Laye","true","true","true","false","false","","","","Al-Arabi","Defensa"
"QAT 9","Catar","Pedro Miguel","Pedro Miguel","true","true","true","false","false","","","","Al-Sadd","Defensa"
"QAT 10","Catar","Alhashmi Alhussain","Alhashmi Alhussain","true","true","true","false","false","","","","Al-Arabi","Defensa"
"QAT 11","Catar","Sultan Al Brake","Sultan Al Brake","true","true","true","false","false","","","","Al-Duhail","Defensa"
"QAT 14","Catar","Ahmed Fathy","Ahmed Fathy","true","true","true","false","false","","","","Al-Arabi","Mediocampista"
"QAT 16","Catar","Jassim Gaber","Jassim Gaber","true","true","true","false","false","","","","Al-Arabi","Mediocampista"
"QAT 17","Catar","Mohamed Manai","Mohamed Manai","true","true","true","false","false","","","","Al-Shamal","Mediocampista"
"QAT 18","Catar","Ahmed Al Janhi","Ahmed Al Janhi","true","true","true","false","false","","","","Al-Gharafa","Delantero"
"QAT 19","Catar","Ahmed Alaa","Ahmed Alaa","true","true","true","false","false","","","","Al-Rayyan","Delantero"
"QAT 20","Catar","Akram Afif","Akram Hassan Afif","true","true","true","false","false","","","","Al-Sadd","Delantero"
"QAT 23","Catar","Hassan Al Haydos","Hassan Al-Haydos","true","true","true","false","false","","","","Al-Sadd","Delantero"
"QAT 24","Catar","Mohammed Muntari","Mohammed Muntari","true","true","true","false","false","","","","Al-Gharafa","Delantero"
"QAT 25","Catar","Tahsin Mohammed","Tahsin Mohammed","true","true","true","false","false","","","","Al-Duhail","Delantero"
"QAT 26","Catar","Yusuf Abdurisag","Yusuf Abdurisag","true","true","true","false","false","","","","Al-Wakrah","Delantero"
"RSA 2","Sudafrica","Ricardo Goss","Ricardo Goss","true","true","true","false","false","","","","Siwelele FC","Arquero"
"RSA 3","Sudafrica","Sipho Chaine","Sipho Chaine","false","false","true","false","false","1996-12-14","29","","Orlando Pirates","Arquero"
"RSA 6","Sudafrica","Ime Okon","Ime Okon","true","true","true","false","false","","","","Hannover 96","Defensa"
"RSA 7","Sudafrica","Khulumani Ndamane","Khulumani Ndamane","false","false","true","false","false","2004-02-05","22","","Mamelodi Sundowns","Defensa"
"RSA 9","Sudafrica","Samukelo Kabini","Samukelo Kabini","true","true","true","false","false","","","","Molde FK","Defensa"
"RSA 10","Sudafrica","Thabang Matuludi","Thabang Matuludi","true","true","true","false","false","","","","Polokwane City","Defensa"
"RSA 11","Sudafrica","Olwethu Makhanya","Olwethu Makhanya","true","true","true","false","false","","","","Philadelphia Union","Defensa"
"RSA 12","Sudafrica","Kamogelo Sebelebele","Kamogelo Sebelebele","true","true","true","false","false","","","","Orlando Pirates","Defensa"
"RSA 13","Sudafrica","Bradley Cross","Bradley Cross","true","true","true","false","false","","","","Kaizer Chiefs","Defensa"
"RSA 16","Sudafrica","Thalente Mbatha","Thalente Mbatha","false","false","true","false","false","2000-03-06","26","","Orlando Pirates","Mediocampista"
"RSA 17","Sudafrica","Sphephelo Sithole","Sphephelo Sithole","true","true","true","false","false","","","","CD Tondela","Mediocampista"
"RSA 18","Sudafrica","Jayden Adams","Jayden Adams","true","true","true","false","false","","","","Mamelodi Sundowns","Mediocampista"
"RSA 21","Sudafrica","Tshepang Moremi","Tshepang Moremi","true","true","true","false","false","","","","Orlando Pirates","Delantero"
"RSA 22","Sudafrica","Relebohile Mofokeng","Relebohile Mofokeng","true","true","true","false","false","","","","Orlando Pirates","Delantero"
"RSA 23","Sudafrica","Evidence Makgopa","Evidence Makgopa","true","true","true","false","false","","","","Orlando Pirates","Delantero"
"RSA 24","Sudafrica","Themba Zwane","Themba Zwane","true","true","true","false","false","","","","Mamelodi Sundowns","Delantero"
"RSA 26","Sudafrica","Thapelo Maseko","Thapelo Maseko","true","true","true","false","false","","","","AEL Limassol","Delantero"
"SCO 1","Escocia","Craig Gordon","Craig Gordon","true","true","true","false","false","","","","Hearts","Arquero"
"SCO 3","Escocia","Liam Kelly","Liam Kelly","true","true","true","false","false","","","","Rangers","Arquero"
"SCO 5","Escocia","Jack Hendry","Jack Hendry","true","true","false","false","false","","","1.88 m","Al Ettifaq","Defensa"
"SCO 7","Escocia","Dom Hyam","Dom Hyam","true","true","true","false","false","","","","Wrexham","Defensa"
"SCO 9","Escocia","Nathan Patterson","Nathan Patterson","true","true","true","false","false","","","","Everton","Defensa"
"SCO 11","Escocia","Andy Robertson","Andy Robertson","true","true","true","false","false","","","","Liverpool","Defensa"
"SCO 15","Escocia","Findlay Curtis","Findlay Curtis","true","true","true","false","false","","","","Rangers","Mediocampista"
"SCO 17","Escocia","Ben Gannon-Doak","Ben Gannon-Doak","true","true","true","false","false","","","","Bournemouth","Mediocampista"
"SCO 18","Escocia","Tyler Fletcher","Tyler Fletcher","true","true","true","false","false","","","","Manchester United","Mediocampista"
"SCO 20","Escocia","Kenny McLean","Kenny McLean","true","true","false","false","false","","","1.83 m","Norwich City","Mediocampista"
"SCO 22","Escocia","Ché Adams","Che Adams","true","true","true","false","false","","","","Torino","Delantero"
"SCO 24","Escocia","George Hirst","George Hirst","true","true","true","false","false","","","","Ipswich Town","Delantero"
"SCO 25","Escocia","Lawrence Shankland","Lawrence Shankland","true","true","true","false","false","","","","Hearts","Delantero"
"SCO 26","Escocia","Ross Stewart","Ross Stewart","true","true","true","false","false","","","","Southampton","Delantero"
"SEN 1","Senegal","Edouard Mendy","Edouard Mendy","true","true","true","false","false","","","","Al Ahli","Arquero"
"SEN 2","Senegal","Mory Diaw","Mory Diaw","true","true","true","false","false","","","","Le Havre","Arquero"
"SEN 5","Senegal","Antoine Mendy","Antoine Mendy","true","true","true","false","false","","","","Niza","Defensa"
"SEN 8","Senegal","Mamadou Sarr","Mamadou Sarr","true","true","true","false","false","","","","Estrasburgo","Defensa"
"SEN 9","Senegal","Moussa Niakhaté","Moussa Niakhaté","true","true","true","false","false","","","","O. Lyon","Defensa"
"SEN 10","Senegal","Moustapha Mbow","Moustapha Mbow","true","true","true","false","false","","","","Paris","Defensa"
"SEN 13","Senegal","Ilay Camara","Ilay Camara","true","true","true","false","false","","","","Anderlecht","Defensa"
"SEN 14","Senegal","Idrissa Gana Gueye","Idrissa Gana Gueye","true","true","true","false","false","","","","Everton","Mediocampista"
"SEN 16","Senegal","Lamine Camara","Lamine Camara","true","true","false","false","false","","","1.73 m","Mónaco","Mediocampista"
"SEN 18","Senegal","Pathé Ciss","Pathé Ciss","true","true","true","false","false","","","","Rayo Vallecano","Mediocampista"
"SEN 20","Senegal","Bara Sapoko Ndiaye","Bara Sapoko Ndiaye","true","true","true","false","false","","","","Bayern","Mediocampista"
"SEN 21","Senegal","Sadio Mané","Sadio Mane","true","true","true","false","false","","","","Al Nassr","Delantero"
"SEN 24","Senegal","Assane Diao","Assane Diao","true","true","true","false","false","","","","Como","Delantero"
"SEN 25","Senegal","Ibrahim Mbaye","Ibrahim Mbaye","true","true","true","false","false","","","","PSG","Delantero"
